Sample.ID,Sample.ID2,Size,Diet,Diet.1,Genus,Species,Genus.modif,Species.modif,Taxon1,Taxon,Body.mass.mean,Museum.ID.2,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel-VSMOW,d.180.enamelVPDB,X.N,X.C,C.N,c.N2,commnets,analyzed.at.UNM.publication,Amino Acid 
41229-17024,41229-17024,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C6,0.556,3.8,-17.7,,,,13.9,42.5,3.1,0,,x,
41229-17052,41229-17052,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,035-040,3104,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A10,0.58,5.2,-17.7,,,,14.1,42.4,3,0,,x,
41229-7442,41229-7442,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G7,0.536,5.2,-17.6,,,,15.3,44.2,2.9,0,,x,
41229-17063,41229-17063,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B10,0.513,4.1,-17.6,,,,14.6,42.6,2.9,0,,x,
41229-17176,41229-17176,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,075-080,5739,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E9,0.587,6.6,-17.6,,,,13.8,39.9,2.9,0,,x,
41229-863,41229-863,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,015-020,1787,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E3,0.531,4.6,-17.5,,,,15.6,45,2.9,0,,x,
41229-17039,41229-17039,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G12,0.523,6.2,-17.5,,,,15.8,44.4,2.8,0,,x,
41229-17118,41229-17118,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D3,0.567,5.5,-17.5,,,,15.2,44.5,2.9,0,,x,
41229-17120,41229-17120,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F5,0.599,4,-17.5,,,,15.8,44.7,2.8,0,,x,
41229-14048,41229-14048,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C4,0.574,5.4,-17.4,,,,14.8,44.2,3,0,,x,
41229-7936,41229-7936,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C4,0.553,4.8,-17.4,,,,15.5,42.6,2.8,0,,x,
41229-17076,41229-17076,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E9,0.504,3.8,-17.4,,,,13.2,38.6,2.9,0,,x,
41229-17091,41229-17091,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H11,0.566,4,-17.4,,,,14.9,43.5,2.9,0,,x,
41229-7646,41229-7646,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,040-045,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G8,0.544,5.1,-17.3,,,,2.9,11.8,4.1,100,,x,
41229-17230,41229-17230,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,090-095,6728,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H12,0.562,4.8,-17.2,,,,14.3,43.9,3.1,0,,x,
41229-17083,41229-17083,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F1,0.515,4,-17.1,,,,14.3,42.7,3,0,,x,
41229-9806,41229-9806,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E2,0.526,4.6,-17,,,,16,45.4,2.8,0,,x,
41229-17056,41229-17056,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G4,0.57,5.7,-17,,,,14,40.9,2.9,0,,x,
41229-17086,41229-17086,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B1,0.519,5.6,-17,,,,14.4,40.7,2.8,0,,x,
41229-17179,41229-17179,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,075-080,5739,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C12,0.521,5.4,-17,,,,16.3,43.3,2.7,0,,x,
41229-17234,41229-17234,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,090-095,6728,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C9,0.544,4.7,-17,,,,15.7,43.8,2.8,0,,x,
41229-17034,41229-17034,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F2,0.54,4.2,-16.9,,,,17.2,48.1,2.8,0,,x,
41229-17131,41229-17131,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B4,0.587,4.6,-16.9,,,,15.8,46.3,2.9,0,,x,
41229-17309,41229-17309,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,120-125,8704,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G11,0.549,5.9,-16.9,,,,15.6,42.9,2.8,0,,x,
41229-17318,41229-17318,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,125-130,9033,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A10,0.527,5.8,-16.9,,,,16.1,44.8,2.8,0,,x,
41229-17246,41229-17246,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,095-100,7057,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A2,0.546,5.2,-16.8,,,,14.9,43.1,2.9,0,,x,
41229-17255,41229-17255,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,100-105,7386,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F9,0.541,7.8,-16.8,,,,13.9,40.8,2.9,0,,x,
41229-701,41229-701,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A2,0.562,4.8,-16.7,,,,15.2,43.6,2.9,0,,x,
41229-9988,41229-9988,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D6,0.562,4.1,-16.7,,,,16.8,48.2,2.9,0,,x,
41229-17089,41229-17089,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E6,0.563,7.8,-16.7,,,,14.7,42.7,2.9,0,,x,
41229-17077,41229-17077,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,050-055,4093,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C8,0.542,4.1,-16.6,,,,14.1,38.9,2.8,0,,x,
41229-1597,41229-1597,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G7,0.554,5.6,-16.5,,,,14.9,44.2,3,0,,x,
41229-17457,41229-17457,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,155-160,11010,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,3,C6,0.529,5.9,-16.5,,,,14.2,39.3,2.8,0,,x,
41229-17247,41229-17247,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,095-100,7057,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A6,0.516,4.3,-16.5,,,,15.2,44.3,2.9,0,,x,
41229-17051,41229-17051,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,035-040,3104,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D5,0.524,5.5,-16.4,,,,15.5,46.3,3,0,,x,
41229-17058,41229-17058,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D1,0.565,5.2,-16.4,,,,16.5,44.4,2.7,0,,x,
41229-17287,41229-17287,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,110-115,8045,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,D6,0.551,6.7,-16.4,,,,16,44.4,2.8,0,,x,
41229-17310,41229-17310,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,120-125,8704,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G10,0.541,5.8,-16.4,,,,15,44.4,3,0,,x,
41229-17291,41229-17291,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,115-120,8375,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C3,0.55,6.1,-16.3,,,,15.8,45.8,2.9,0,,x,
41229-17330,41229-17330,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,125-130,9033,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E11,0.582,4.7,-16.3,,,,16.1,44.2,2.8,0,,x,
41229-17459,41229-17459,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,155-160,11010,,Holocene,Pre-Extinction,Survivor,Pre extinction herb,3,G11,0.518,5.3,-16.2,,,,10.8,31.4,2.9,0,,x,
41229-17015,41229-17015,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F2,0.536,4.1,-16.1,,,,16.1,44.3,2.7,0,,x,
41229-17041,41229-17041,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,G8,0.584,5.2,-16.1,,,,15.2,43.9,2.9,0,,x,
41229-17170,41229-17170,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F4,0.586,5,-16.1,,,,15.3,43.5,2.8,0,,x,
41229-17137,41229-17137,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D12,0.542,4.6,-16,,,,14.4,42,2.9,0,,x,
41229-17031,41229-17031,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,H2,0.53,6,-15.9,,,,16.9,48.5,2.9,0,,x,
41229-10351,41229-10351,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A12,0.547,6,-15.8,,,,15.3,44.5,2.9,0,,x,
41229-17174,41229-17174,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,070-075,5410,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E7,0.531,5.2,-15.8,,,,13.4,41.3,3.1,0,,x,
41229-17311,41229-17311,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,120-125,8704,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A4,0.589,6,-15.8,,,,15.1,44.8,3,0,,x,
41229-4753,41229-4753,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,105-110,7716,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A12,0.419,6.2,-15.7,,,,13.2,38.3,2.9,0,,x,
41229-7437,41229-7437,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C9,0.518,5,-15.5,,,,15.7,45.5,2.9,0,,x,
41229-17044,41229-17044,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F7,0.598,4.7,-15.5,,,,13.9,41.1,2.9,0,,x,
41229-17129,41229-17129,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,F8,0.519,6,-15.4,,,,15.2,43.3,2.8,0,,x,
41229-17231,41229-17231,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,090-095,6728,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,D10,0.514,6,-15.4,,,,15.7,45.8,2.9,0,,x,
41229-17233,41229-17233,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,090-095,6728,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A9,0.527,5.7,-15.4,,,,14.3,41.7,2.9,0,,x,
41229-1350,41229-1350,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C2,0.527,4.7,-15.3,,,,15.9,45,2.8,0,,x,
41229-17389,41229-17389,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,135-140,9692,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C5,0.582,6.4,-15.3,,,,15.1,41.9,2.8,0,,x,
41229-689,41229-689,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,030-035,2775,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F10,0.576,5.9,-15.2,,,,15.8,46,2.9,0,,x,
41229-17147,41229-17147,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H7,0.548,5.1,-15.2,,,,15.2,44.3,2.9,0,,x,
41229-17035,41229-17035,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,H9,0.552,4.2,-15.1,,,,15.7,45.6,2.9,0,,x,
41229-16995,41229-16995,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,015-020,1787,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B9,0.572,3.6,-15,,,,14.7,41.3,2.8,0,,x,
41229-17280,41229-17280,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,110-115,8045,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G2,0.495,4.5,-15,,,,13.3,38.5,2.9,0,,x,
41229-17236,41229-17236,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,090-095,6728,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A8,0.559,6.9,-14.9,,,,15.2,43.9,2.9,0,,x,
41229-17284,41229-17284,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,110-115,8045,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E7,0.581,5.6,-14.7,,,,15.7,44,2.8,0,,x,
41229-17138,41229-17138,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,G12,0.58,6.1,-14.6,,,,14.9,43.2,2.9,0,,x,
41229-17123,41229-17123,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F11,0.56,4.9,-14.3,,,,15,43.1,2.9,0,,x,
41229-17295,41229-17295,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,115-120,8375,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E6,0.528,5.5,-14.2,,,,14.5,41.5,2.9,0,,x,
41229-1306,41229-1306,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,075-080,5739,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B2,0.526,5.4,-14.1,,,,14.4,42.8,3,0,,x,
41229-4098,41229-4098,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,040-045,3434,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A5,0.53,6,-14.1,,,,15.9,45.8,2.9,0,,x,
41229-1598,41229-1598,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B5,0.585,5.9,-13.8,,,,14.5,41.8,2.9,0,,x,
41229-17045,41229-17045,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A6,0.588,4.3,-13.7,,,,13,38.6,3,0,,x,
41229-7439,41229-7439,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,C12,0.541,4.9,-13.6,,,,15.1,43.8,2.9,0,,x,
41229-17144,41229-17144,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,C7,0.538,4.1,-13.5,,,,11.6,35.6,3.1,0,,x,
41229-17046,41229-17046,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,020-025,2116,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B12,0.575,4.9,-13.4,,,,16.1,46.1,2.9,0,,x,
41229-4018,41229-4018,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,E12,0.534,5.7,-13.3,,,,15.6,44.6,2.9,0,,x,
41229-17177,41229-17177,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,075-080,5739,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,E1,0.533,6,-13.2,,,,14.6,42.1,2.9,0,,x,
41229-7436,41229-7436,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,5081,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B1,0.58,5,-13.1,,,,16.4,45.1,2.8,0,,x,
41229-17143,41229-17143,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,060-065,4751,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,B12,0.536,6.6,-13.1,,,,13.6,40.2,3,0,,x,
41229-4017,41229-4017,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A3,0.531,5.3,-13.1,,,,15.3,44.8,2.9,0,,x,
41229-7429,41229-7429,Small,Herbivore,NA,Sylvilagus,audubonii or floridanus,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,025-030,2446,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,A3,0.551,6.6,-13,,,,14.8,44.2,3,0,,x,
41229-17187,41229-17187,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,075-080,5739,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A4,0.578,4.2,-12.9,,,,15,42.4,2.8,0,,x,
41229-17119,41229-17119,Small,Herbivore,NA,Sylvilagus,,Sylvilagus,sp.,Lagomorph,Sylvilagus,1173,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,055-060,4422,,Holocene,Post-Extinction,Survivor,Post extinction herb,3,F7,0.526,6.2,-12.2,,,,11.6,34.9,3,0,,x,
